2.558873703035750324e+01,-1.819995143175224595e+00,2.662767334068174008e-01,-6.737367029473578794e-02,7.625552369913680684e-01,1.254457909382958203e+00,-4.184458486659431986e-01,-1.522992150350831186e-01,2.719296936428339806e-01,3.236472609305432457e-01,1.307014107523440272e+00
2.293609198045979980e+01,-8.553444035781800903e-01,-2.304971693788511744e-01,-5.985376680431849783e-01,1.040592435776604763e+00,1.868100355668212975e+00,4.426033267449872022e-01,-9.980163889501005858e-01,-1.073396173699161071e+00,1.713619286753846449e+00,-1.405551513654201834e+00
2.831266674619448764e+01,1.021276470406070169e+00,9.910098267266112537e-02,6.816345008223847479e-01,6.214885784572472538e-01,-1.274249901470749347e+00,1.159070168259235478e+00,-1.467384548534632072e-01,8.342472092038575315e-01,1.378588411050069462e+00,8.307154375937724211e-01
2.707840769936566261e+01,2.036532164025071923e-02,6.298201168511051717e-01,6.934885655250174752e-01,-4.364438668310444691e-01,3.941640968642881604e-01,-6.298780289185139658e-01,-1.316960450922124819e-02,1.789155731776798097e+00,5.600820761869200748e-01,1.115568986256897599e+00
2.500280362012231450e+01,4.353111160288078429e-01,7.672091779912384446e-01,2.087241288410794038e+00,-1.688978733955777134e+00,-6.703993312588613085e-01,1.224172008225879571e+00,1.544338818074518782e+00,-1.865567060543880107e+00,-8.146191299635497929e-01,6.578370370156556568e-01
2.397123129804885977e+01,9.478966736191674070e-02,1.729670205514614478e+00,2.809327346019158678e-01,1.093090956416714832e+00,9.817997482835502110e-01,4.068432657232101124e-01,-1.097474017642597444e+00,1.136093323463403804e-01,1.086873203394197462e+00,-7.954908796977946395e-01
2.212001441039804916e+01,4.775002150143419777e-01,1.301458418550586416e+00,-2.491793270735008226e-01,6.922748317941999907e-02,-6.525084886577161569e-01,-3.211253172023497693e-01,1.218069066499297470e+00,-1.959059657178152669e+00,-3.402820680217696347e-01,-7.344927510751723121e-01
2.517838384846362132e+01,2.544101442606197527e-01,-1.238674157958823407e+00,8.798848928882487819e-01,-1.328704966286252120e-01,-2.152777258819335571e-01,1.627002429469610878e-01,1.714879813673786613e+00,-9.948877732704914933e-01,3.880937386011477641e-01,-3.493697389904797390e-01
2.561774280544247517e+01,1.081819617547718160e+00,1.262185272386886048e+00,-3.799134227198943115e-01,-5.986419166108188916e-01,-5.710425292765330951e-01,1.765958876348999451e-01,1.370304724693059306e+00,1.309960879792549049e+00,-8.093272404064502101e-01,-6.868047479895001972e-01
2.401717182493023373e+01,-7.929287890164281316e-02,2.885623514600058614e-01,1.325697952803004120e-01,7.679664215288120044e-01,-1.394672740938010413e+00,1.535532953581915383e-01,8.103411772615617958e-02,-5.807919678583951528e-01,9.197136953397539588e-03,9.729263644510120768e-02
2.459302159791960207e+01,1.151865418586466988e-01,-1.940225169875449573e+00,4.227931344430720384e-01,-2.260484521282103421e-01,-6.134569357694058533e-01,6.623751375078162917e-01,-1.056251185731240244e-01,-1.432243118980804253e+00,5.099585098711261200e-01,7.016218014125046309e-01
2.094623715666343600e+01,-6.202822047059667332e-01,-2.143677226777103151e-01,8.255192754552661549e-01,3.310810223954700482e-01,-1.000432834650541336e+00,-2.825594357676985968e+00,1.874276187012653860e+00,-5.205399224298791205e-01,-1.797484713648615395e+00,-4.144489108886142970e-02
2.808510079605279586e+01,1.830818523426853028e+00,8.818886523766898966e-01,3.904145592261231701e-01,1.566955662372897795e-01,-4.658913860498001824e-01,3.837905993652398484e-01,1.353791845065123178e+00,9.195509766297422782e-01,-8.762445027193710434e-01,2.047354417552505801e+00
2.216607039345590735e+01,5.887341089660640403e-01,-1.380333036830536209e+00,-1.286314904403940140e+00,-1.096552936995368377e+00,-1.299151064726414617e+00,-7.242007313798044521e-01,-1.313538435896433931e+00,-6.895061160376010634e-02,4.426584337636994548e-01,-4.267009436282286905e-01
2.821746238018215536e+01,-3.159334110555193920e-02,-2.018938618357508930e-01,-1.214681725195041473e-01,1.995173852519753988e+00,2.880050029278465040e-02,4.681762857557774105e-01,-7.896815067381333098e-01,4.990733924025194668e-01,1.301431526278773454e+00,2.481577669996173352e+00
2.393568335973511196e+01,-1.166860317717918205e+00,4.635384194821421944e-01,-2.485205500764091635e+00,-1.789414518935513065e+00,-2.783621497876757611e-01,-2.181760039940201512e-01,-1.043459131411700769e+00,5.365890442545654532e-03,-2.966573322807359858e-01,1.231833546657143064e+00
2.511182205857439342e+01,-7.216641041970054404e-01,-4.671734927439475382e-01,1.891578672523720916e+00,-6.874634032391497840e-01,1.666820567729712987e+00,-1.042449609564933599e+00,4.970577919843391923e-01,9.987177539333804699e-01,-5.539363050695144119e-01,9.557490416749979678e-01
2.397226777026911293e+01,3.864635738112164320e-01,8.885005845590617790e-01,-6.023554521304153031e-01,3.468012659323190250e-01,-2.950568698905928766e-01,-3.658101403371017968e-01,-3.262631775422232816e-01,1.258936675880963474e+00,3.240458607305819055e-02,-8.836931584677641949e-01
2.204006836155127758e+01,3.409354761180775073e-01,4.078482792023582770e-01,1.484880303275142976e+00,-6.674472757792914157e-01,2.804782687235142236e-01,2.749725355778525060e-01,-1.049608136638693123e+00,8.612230660170943075e-01,-1.523086172233725444e+00,-7.803397063716941418e-01
2.362980059215620443e+01,-1.321470937974002613e+00,-1.290547083596054190e+00,-2.743659342826073599e-01,-1.700731238744911666e-01,1.150285099833128072e-01,1.075143924580235444e+00,-1.901556146283098325e+00,-2.496644304108365242e-01,-1.686585620920624473e+00,2.135743853676542514e+00
2.331578022656983507e+01,-4.546066713797165555e-04,1.514591216777315008e+00,-4.826250869692990525e-02,7.846432518840102954e-01,-9.964473919768704890e-01,-1.595522980874152785e-01,-1.563212296349428820e+00,8.931777261514475263e-01,4.449012510567754153e-01,-5.564301801006811266e-01
2.438857520606236307e+01,1.175397443254190710e+00,-2.268938901086996474e-01,-5.883595178484198884e-01,-4.946748874119049066e-01,1.300212011017407132e+00,-6.340949495650114454e-01,6.226978643933798185e-01,1.553576273415585574e-01,-9.583030669115312206e-01,9.460357189278377765e-01
2.393118681445087148e+01,-7.432981601207437894e-01,1.166762741893557331e+00,6.091789223731657321e-01,5.250493907770913404e-01,1.661561025524685098e+00,1.319241393000666340e+00,-5.964549983405099953e-02,9.486702123879612314e-01,-3.800105169074082245e-01,-2.153827824900768739e+00
2.175717268482432587e+01,-1.168194480518542688e+00,-8.182861725668141295e-01,-5.760251081135929763e-01,-5.268296818038751272e-01,6.588407532363060870e-01,-3.898463333563689792e-01,-8.945152947849265290e-01,-1.029009187766346312e+00,-6.093207148454589106e-01,4.231183966307495159e-01
2.241797297451945425e+01,-1.228728641376813480e+00,-3.866086235096665158e-01,-6.333321962028414243e-01,2.320015928728833998e+00,-5.549737070463116595e-01,9.581694642325487843e-01,-6.294388056352777649e-01,-1.169362529706240439e+00,-1.083219994046084933e+00,8.488851664180496748e-02
2.918551969300208526e+01,-8.694312868412950035e-01,-3.726068437349627227e-01,-1.611515080478880479e+00,-1.992503107993594869e+00,4.567801430270530538e-01,2.057070757173526943e+00,1.861256177833688685e+00,-5.274212022428713675e-01,6.126785507952744458e-01,9.250458864465960218e-01
2.523731401823316034e+01,-3.846059187612707597e-01,-1.376906690184195092e+00,1.451428556185489382e+00,-9.559133751523669620e-01,-7.743433591109364356e-01,5.438283370038230480e-01,-7.638014210017260996e-01,-9.474080001135321005e-02,3.748522894629726654e-01,9.204459547130767749e-01
2.335143984225879876e+01,-5.732373069974793234e-01,5.655035090445518220e-01,1.898246028252956297e+00,-2.643967597727912455e+00,1.707845152667398114e+00,1.300769732169688053e+00,-1.225485937550356424e-01,-1.092418977029422145e+00,7.108610045544919709e-01,-1.702259344597940816e+00
2.288404947612622209e+01,-2.085074483354906416e+00,2.138073240744826631e-01,-6.663164748204564169e-01,6.602385214826621447e-03,1.091510647515798960e+00,1.415303728873332334e+00,1.752324205255498535e-01,-2.499663195011502026e+00,-7.336211309318227958e-01,2.700964595142082425e-01
2.562971519265289189e+01,9.268151493438070432e-01,-1.697940406908131639e-01,-1.094405205757042809e+00,2.399453008574075952e+00,5.895053676226068295e-02,-2.944336983231310989e-01,-8.008244787796501285e-01,3.854616321706285653e-01,-2.759176736799168195e-01,2.358519611715237829e+00
2.402043704232412580e+01,8.420083652152481335e-01,-9.943985993520404465e-01,-9.973062144593229927e-01,-2.800821787016655184e-02,2.805540143654022822e-01,2.390487425361100537e-01,6.250554819507830873e-01,-1.268390379011490321e-01,3.216419925905398269e-01,-1.295085075345424164e+00
2.391463312977008826e+01,-4.189208248540202822e-02,-5.272824629244243777e-01,7.719352136684720644e-01,7.518626601393966213e-01,1.405256988443331689e+00,2.663353213406232170e-02,-2.123951885695820163e+00,2.121005634254609973e+00,3.237678890877145887e-01,-6.896259697881668149e-01
2.760837452683815130e+01,1.503344446990478644e+00,7.274879409613955739e-01,-1.106620796466768697e+00,-3.283469807203217572e-01,-8.103905544440381803e-01,6.683280034930690894e-01,1.580288017603470152e+00,7.987803979204621818e-01,-5.495740126009278637e-01,8.536257064090566615e-01
2.062547029521866904e+01,-3.689197821869050764e-01,-1.733850660828880619e+00,1.827297761512950647e+00,5.344742631605248206e-01,-1.502809795925764469e+00,-6.921399428968154632e-01,-2.259804037981744784e+00,-1.253104567124316615e+00,1.841509551255345212e+00,-1.267946626053352732e+00
2.365243280669186277e+01,2.367950030310876641e-01,1.848196806593492392e+00,3.133277217453193098e-01,9.788857581780925632e-02,-4.251383277649538051e-01,-4.233180691697276399e-01,1.075119851599294574e+00,-6.023719087845310627e-01,5.214036870532852141e-01,-1.175106513353586957e+00
2.784350566027396923e+01,3.110167337549684108e-01,-1.071142753169427975e+00,-3.786839246738679110e-01,3.269231329505387640e-01,-6.434697814892616219e-02,1.077730366509633386e+00,1.224771495601740812e+00,7.790852526799266764e-01,2.540658810003248447e-01,2.509651664062206855e-01
